gene_symbol,feature_id,tissue,assay,sex,comparison_group,logFC,logFC_se,shrunk_logFC,shrunk_logFC_se,p_value,adj_p_value,omics,selection_fdr,comparison_average_intensity,comparison_average_intensity_se,reference_average_intensity,reference_average_intensity_se,source_url,search_api_url,source_json,study,query_gene,match_basis,point_fill,estimate,estimate_se,ci_low,ci_high
BAG3,ensrnog00000020298,spleen,transcript-rna-seq,female,2w,-0.054561276,0.07895552,-0.0046635894,0.023256125,0.4895416,1,transcriptomics,0.66525185,1337.85,17.205502,1325.6981,35.774933,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.0046635894,0.023256125,-0.0279197144,0.018592535599999998
BAG3,ensrnog00000020298,spleen,transcript-rna-seq,female,4w,-0.086500324,0.060256876,-1.0018118e-4,0.0021903627,0.1511372,1,transcriptomics,0.66525185,1269.812,31.420591,1325.6981,35.774933,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-1.0018118e-4,0.0021903627,-0.0022905438800000003,0.00209018152
BAG3,ensrnog00000020298,spleen,transcript-rna-seq,female,8w,-0.13796073,0.055856634,-0.041268665,0.03409644,0.013514795,1,transcriptomics,0.66525185,1198.6642,21.82619,1325.6981,35.774933,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.041268665,0.03409644,-0.075365105,-0.007172225000000004
BAG3,ensrnog00000020298,heart,transcript-rna-seq,male,1w,0.054110304,0.038375895,0.021177856,0.025121305,0.15853746,1,transcriptomics,0.022548841,12808.994,138.87505,12264.256,223.19438,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.021177856,0.025121305,-0.003943449000000002,0.046299161
BAG3,ensrnog00000020298,heart,transcript-rna-seq,male,2w,0.09354612,0.034388322,0.061027512,0.03026355,0.006522523,1,transcriptomics,0.022548841,13094.588,169.47032,12264.256,223.19438,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.061027512,0.03026355,0.030763962,0.091291062
BAG3,ensrnog00000020298,heart,transcript-rna-seq,male,4w,0.07221961,0.035003416,0.03566049,0.032839496,0.039092097,1,transcriptomics,0.022548841,12899.469,150.68261999999999,12264.256,223.19438,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.03566049,0.032839496,0.0028209940000000003,0.06849998600000001
BAG3,ensrnog00000020298,heart,transcript-rna-seq,male,8w,0.09477433,0.034855835,0.0653208,0.034340277,0.006547215,1,transcriptomics,0.022548841,13054.435,153.22316,12264.256,223.19438,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.0653208,0.034340277,0.030980522999999996,0.099661077
BAG3,ensrnog00000020298,heart,transcript-rna-seq,female,1w,0.09496253,0.037219025,0.015058335,0.032678306,0.0107275285,1,transcriptomics,0.022548841,12859.38,100.99466,11902.23,264.131,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.015058335,0.032678306,-0.017619970999999998,0.047736640999999996
BAG3,ensrnog00000020298,heart,transcript-rna-seq,female,2w,0.10632222,0.038214434,0.05056919,0.03559197,0.0053982935,1,transcriptomics,0.022548841,13056.255,166.10237,11902.23,264.131,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.05056919,0.03559197,0.01497722,0.08616116
BAG3,ensrnog00000020298,heart,transcript-rna-seq,female,4w,0.083324105,0.03763245,0.036495946,0.0306886,0.026818072,1,transcriptomics,0.022548841,12605.258,323.0372,11902.23,264.131,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.036495946,0.0306886,0.005807346000000001,0.067184546
BAG3,ensrnog00000020298,heart,transcript-rna-seq,female,8w,0.0060964497,0.037394147,0.0039218348,0.030003265,0.8704931,1,transcriptomics,0.022548841,12025.619,64.09308,11902.23,264.131,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.0039218348,0.030003265,-0.026081430200000002,0.033925099800000004
BAG3,ensrnog00000020298,kidney,transcript-rna-seq,male,1w,0.019893035,0.059565805,8.9010905e-4,0.012707128,0.73840415,1,transcriptomics,1,2022.4801,68.95205,1994.176,47.63666,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,8.9010905e-4,0.012707128,-0.011817018949999999,0.01359723705
BAG3,ensrnog00000020298,kidney,transcript-rna-seq,male,2w,0.03917778,0.059151407,0.005095524,0.021651242,0.50775945,1,transcriptomics,1,2033.7588,57.58632,1994.176,47.63666,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.005095524,0.021651242,-0.016555718,0.026746766
BAG3,ensrnog00000020298,kidney,transcript-rna-seq,male,4w,0.025301354,0.060444783,0.003298418,0.021987488,0.6755186,1,transcriptomics,1,2012.451,41.198563,1994.176,47.63666,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.003298418,0.021987488,-0.01868907,0.025285906
BAG3,ensrnog00000020298,kidney,transcript-rna-seq,male,8w,-0.04401621,0.059381932,-0.013293372,0.033527408,0.4585485,1,transcriptomics,1,1957.0674,56.968987,1994.176,47.63666,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.013293372,0.033527408,-0.04682078,0.020234036000000004
BAG3,ensrnog00000020298,kidney,transcript-rna-seq,female,1w,0.13477576,0.089302205,0.054320786,0.058881115,0.13124517,1,transcriptomics,1,1597.1306,37.710426,1570.0145,54.484943,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.054320786,0.058881115,-0.004560328999999995,0.113201901
BAG3,ensrnog00000020298,kidney,transcript-rna-seq,female,2w,0.040277697,0.103551015,0.009200903,0.049675405,0.6973022,1,transcriptomics,1,1556.4634,47.894085,1570.0145,54.484943,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.009200903,0.049675405,-0.040474501999999996,0.058876308
BAG3,ensrnog00000020298,kidney,transcript-rna-seq,female,4w,-0.064304926,0.07283471,-0.0019557541,0.012885268,0.3772965,1,transcriptomics,1,1537.0187,118.73962,1570.0145,54.484943,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.0019557541,0.012885268,-0.0148410221,0.0109295139
BAG3,ensrnog00000020298,kidney,transcript-rna-seq,female,8w,-0.04634311,0.07185443,-0.005785869,0.026331764,0.5189542,1,transcriptomics,1,1495.0754,38.812,1570.0145,54.484943,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.005785869,0.026331764,-0.032117633,0.020545895
BAG3,ensrnog00000020298,colon,transcript-rna-seq,male,1w,0.051408477,0.08923801,4.1728283e-5,0.002543617,0.5645593,1,transcriptomics,0.70943207,4042.516,134.09993,4176.567,146.11206,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,4.1728283e-5,0.002543617,-0.002501888717,0.0025853452830000003
BAG3,ensrnog00000020298,colon,transcript-rna-seq,male,2w,-0.05120861,0.094142534,-0.01354295,0.04852854,0.58647746,1,transcriptomics,0.70943207,3831.4192,107.46871,4176.567,146.11206,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.01354295,0.04852854,-0.06207149,0.034985590000000004
BAG3,ensrnog00000020298,colon,transcript-rna-seq,male,4w,-0.008744369,0.09781051,-1.2114547e-5,0.0036406335,0.92876315,1,transcriptomics,0.70943207,3903.94,180.66922,4176.567,146.11206,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-1.2114547e-5,0.0036406335,-0.003652748047,0.003628518953
BAG3,ensrnog00000020298,colon,transcript-rna-seq,male,8w,0.06606689,0.08855502,1.0158409e-4,0.0034743082,0.45563436,1,transcriptomics,0.70943207,4105.4277,97.99657,4176.567,146.11206,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,1.0158409e-4,0.0034743082,-0.0033727241099999997,0.00357589229
BAG3,ensrnog00000020298,colon,transcript-rna-seq,female,1w,0.062221306999999997,0.056368176,0.029348183,0.042417664,0.2696636,1,transcriptomics,0.70943207,4092.75,231.32352,3727.372,154.25768,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.029348183,0.042417664,-0.013069481,0.071765847
BAG3,ensrnog00000020298,colon,transcript-rna-seq,female,2w,0.082076035,0.055505536,0.03728415,0.03987927,0.13922052,1,transcriptomics,0.70943207,4022.705,136.05849,3727.372,154.25768,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.03728415,0.03987927,-0.0025951199999999994,0.07716342000000001
BAG3,ensrnog00000020298,colon,transcript-rna-seq,female,4w,0.0031554676,0.056549836,8.20245e-6,0.0028841342,0.9555013,1,transcriptomics,0.70943207,3870.8247,136.15677,3727.372,154.25768,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,8.20245e-6,0.0028841342,-0.00287593175,0.00289233665
BAG3,ensrnog00000020298,colon,transcript-rna-seq,female,8w,0.045993797,0.052631877,0.029117785,0.04192184,0.38218516,1,transcriptomics,0.70943207,3842.5735,50.908775,3727.372,154.25768,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.029117785,0.04192184,-0.012804055000000002,0.071039625
BAG3,ensrnog00000020298,testes,transcript-rna-seq,male,1w,-0.0053909956,0.037237488,-2.9447303e-5,0.0027706872,0.88488984,1,transcriptomics,1,6505.0493,178.4829,6456.934,95.73308,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-2.9447303e-5,0.0027706872,-0.002800134503,0.0027412398970000002
BAG3,ensrnog00000020298,testes,transcript-rna-seq,male,2w,0.048820753,0.03708793,0.017494973,0.022380082,0.18805608,1,transcriptomics,1,6647.4507,110.6568,6456.934,95.73308,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.017494973,0.022380082,-0.004885108999999999,0.039875055
BAG3,ensrnog00000020298,testes,transcript-rna-seq,male,4w,-0.045705903,0.044060413,-4.5273566e-5,0.0014113627,0.29957452,1,transcriptomics,1,6341.3057,36.96292,6456.934,95.73308,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-4.5273566e-5,0.0014113627,-0.001456636266,0.001366089134
BAG3,ensrnog00000020298,testes,transcript-rna-seq,male,8w,0.029492192,0.03834929,1.2534352e-4,0.0028047543,0.4418687,1,transcriptomics,1,6558.113,130.04047,6456.934,95.73308,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,1.2534352e-4,0.0028047543,-0.00267941078,0.00293009782
BAG3,ensrnog00000020298,ovaries,transcript-rna-seq,female,1w,0.06468852,0.13145974,0.03375886,0.0955006,0.62266386,1,transcriptomics,1,3101.8652,175.48904,2876.326,118.80182,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.03375886,0.0955006,-0.06174174,0.12925946
BAG3,ensrnog00000020298,ovaries,transcript-rna-seq,female,2w,0.010286609,0.1279782,0.005247134,0.09143013,0.93593675,1,transcriptomics,1,2958.5168,210.81853,2876.326,118.80182,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.005247134,0.09143013,-0.086182996,0.096677264
BAG3,ensrnog00000020298,ovaries,transcript-rna-seq,female,4w,-0.15827619,0.13888174,-0.01047591,0.03880416,0.25443333,1,transcriptomics,1,2632.4563,58.02698,2876.326,118.80182,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.01047591,0.03880416,-0.049280069999999995,0.02832825
BAG3,ensrnog00000020298,ovaries,transcript-rna-seq,female,8w,0.061036374,0.11426034,4.594084e-5,0.003221911,0.59321225,1,transcriptomics,1,2964.5015,98.72471,2876.326,118.80182,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,4.594084e-5,0.003221911,-0.00317597016,0.00326785184
BAG3,ensrnog00000020298,lung,transcript-rna-seq,male,1w,-0.018902987,0.054083895,-0.0056762747,0.029742146,0.7267047,1,transcriptomics,1,1711.3633,43.906113,1742.9315,55.600143,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.0056762747,0.029742146,-0.0354184207,0.0240658713
BAG3,ensrnog00000020298,lung,transcript-rna-seq,male,2w,-0.08181512,0.056075774,-0.010060844,0.021321118,0.1445623,1,transcriptomics,1,1637.7112,31.06117,1742.9315,55.600143,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.010060844,0.021321118,-0.031381962,0.011260274
BAG3,ensrnog00000020298,lung,transcript-rna-seq,male,4w,-0.07681055,0.061479848,-0.0106233815,0.023417272,0.21153286,1,transcriptomics,1,1657.4882,29.064417,1742.9315,55.600143,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.0106233815,0.023417272,-0.0340406535,0.0127938905
BAG3,ensrnog00000020298,lung,transcript-rna-seq,male,8w,-2.8489294e-4,0.062349934,-3.2155138e-5,0.020946998,0.9963543,1,transcriptomics,1,1737.0381,44.064735,1742.9315,55.600143,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-3.2155138e-5,0.020946998,-0.020979153138,0.020914842862000002
BAG3,ensrnog00000020298,lung,transcript-rna-seq,female,1w,-0.0028327506,0.06924228,-6.175841e-4,0.03233774,0.96736705,1,transcriptomics,1,1729.4736,43.183132,1693.5819,46.094994,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-6.175841e-4,0.03233774,-0.032955324099999996,0.0317201559
BAG3,ensrnog00000020298,lung,transcript-rna-seq,female,2w,0.033801105,0.065943636,0.011142833,0.038268127,0.6082482,1,transcriptomics,1,1770.3984,30.172844,1693.5819,46.094994,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.011142833,0.038268127,-0.027125294,0.04941096
BAG3,ensrnog00000020298,lung,transcript-rna-seq,female,4w,-0.027528595,0.063017264,-0.007204188,0.03248735,0.66222584,1,transcriptomics,1,1675.037,40.940296,1693.5819,46.094994,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.007204188,0.03248735,-0.039691538,0.025283161999999998
BAG3,ensrnog00000020298,lung,transcript-rna-seq,female,8w,-0.077520415,0.060361337,-2.4633898e-4,0.0049184877,0.19904658,1,transcriptomics,1,1590.1274,50.375015,1693.5819,46.094994,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-2.4633898e-4,0.0049184877,-0.00516482668,0.00467214872
BAG3,ensrnog00000020298,small intestine,transcript-rna-seq,male,1w,0.1515784,0.14025442,5.182094e-5,0.002639049,0.27981332,1,transcriptomics,0.93023133,1242.1346,49.29715,1151.4263,52.421173,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,5.182094e-5,0.002639049,-0.00258722806,0.00269086994
BAG3,ensrnog00000020298,small intestine,transcript-rna-seq,male,2w,0.066993944,0.14821596,3.941657e-5,0.00362128,0.6512674,1,transcriptomics,0.93023133,1203.6764,92.56059,1151.4263,52.421173,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,3.941657e-5,0.00362128,-0.0035818634300000003,0.00366069657
BAG3,ensrnog00000020298,small intestine,transcript-rna-seq,male,4w,0.16911322,0.14180776,9.341664e-5,0.003415635,0.23304464,1,transcriptomics,0.93023133,1287.9529,91.2648,1151.4263,52.421173,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,9.341664e-5,0.003415635,-0.0033222183600000003,0.00350905164
BAG3,ensrnog00000020298,small intestine,transcript-rna-seq,male,8w,0.03879846,0.13371715,1.9065004e-5,0.0029653609,0.771699,1,transcriptomics,0.93023133,1196.9132,95.90633,1151.4263,52.421173,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,1.9065004e-5,0.0029653609,-0.002946295896,0.002984425904
BAG3,ensrnog00000020298,small intestine,transcript-rna-seq,female,1w,0.21732022,0.14182483,0.14457199,0.12992696,0.12544487000000001,1,transcriptomics,0.93023133,1209.3585,20.150284,1036.0092,48.57874,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.14457199,0.12992696,0.014645030000000003,0.27449895
BAG3,ensrnog00000020298,small intestine,transcript-rna-seq,female,2w,0.17232399,0.15944819,2.3195437e-4,0.007946102,0.27980736,1,transcriptomics,0.93023133,1171.4633,49.329838,1036.0092,48.57874,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,2.3195437e-4,0.007946102,-0.00771414763,0.00817805637
BAG3,ensrnog00000020298,small intestine,transcript-rna-seq,female,4w,0.3132836,0.1749449,1.0835119e-4,0.0035187118,0.07333252,1,transcriptomics,0.93023133,1253.4272,38.78465,1036.0092,48.57874,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,1.0835119e-4,0.0035187118,-0.00341036061,0.0036270629900000003
BAG3,ensrnog00000020298,small intestine,transcript-rna-seq,female,8w,0.062297348,0.14873134,2.4046683e-5,0.0029255715,0.67531973,1,transcriptomics,0.93023133,1068.6161,123.59769,1036.0092,48.57874,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,2.4046683e-5,0.0029255715,-0.0029015248169999997,0.002949618183
BAG3,ensrnog00000020298,liver,transcript-rna-seq,male,1w,0.08745528,0.103954,2.050092e-4,0.005818368,0.4001865,1,transcriptomics,0.7164315,1943.426,40.58919,1810.575,133.6861,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,2.050092e-4,0.005818368,-0.0056133588,0.0060233772
BAG3,ensrnog00000020298,liver,transcript-rna-seq,male,2w,0.02341645,0.1078772,2.590033e-4,0.01148144,0.8281571,1,transcriptomics,0.7164315,1872.096,106.4959,1810.575,133.6861,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,2.590033e-4,0.01148144,-0.011222436700000001,0.0117404433
BAG3,ensrnog00000020298,liver,transcript-rna-seq,male,4w,0.0752797,0.1198447,0.005759097,0.0340689,0.5299096,1,transcriptomics,0.7164315,1908.133,105.8681,1810.575,133.6861,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.005759097,0.0340689,-0.028309802999999998,0.039827997
BAG3,ensrnog00000020298,liver,transcript-rna-seq,male,8w,0.2034875,0.1120176,0.0565748,0.06954431,0.06928332,1,transcriptomics,0.7164315,2031.853,18.5875,1810.575,133.6861,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.0565748,0.06954431,-0.012969509999999997,0.12611911
BAG3,ensrnog00000020298,liver,transcript-rna-seq,female,1w,0.1854955,0.1270716,0.01063075,0.03093432,0.1443528,1,transcriptomics,0.7164315,1839.779,50.53056,1698.523,76.96626,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.01063075,0.03093432,-0.02030357,0.04156507
BAG3,ensrnog00000020298,liver,transcript-rna-seq,female,2w,0.1765995,0.130665,0.004263787,0.02297477,0.1765212,1,transcriptomics,0.7164315,1864.034,68.48175,1698.523,76.96626,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.004263787,0.02297477,-0.018710983,0.027238556999999997
BAG3,ensrnog00000020298,liver,transcript-rna-seq,female,4w,-0.01260223,0.1198516,-8.56694e-6,0.003126266,0.9162579,1,transcriptomics,0.7164315,1694.871,95.18619,1698.523,76.96626,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-8.56694e-6,0.003126266,-0.00313483294,0.00311769906
BAG3,ensrnog00000020298,liver,transcript-rna-seq,female,8w,-0.1875375,0.1067891,-0.03566871,0.05818302,0.07906312,1,transcriptomics,0.7164315,1502.817,119.4674,1698.523,76.96626,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.03566871,0.05818302,-0.09385173,0.022514310000000003
BAG3,ensrnog00000020298,brown adipose,transcript-rna-seq,male,1w,0.2856218,0.2563919,1.6199025e-4,0.0071191397,0.26527718,1,transcriptomics,0.33071902,2472.495,115.1465,1933.1104,286.53152,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,1.6199025e-4,0.0071191397,-0.00695714945,0.00728112995
BAG3,ensrnog00000020298,brown adipose,transcript-rna-seq,male,2w,-0.063778676,0.2487962,-0.0013071009,0.03580625,0.7976813,1,transcriptomics,0.33071902,1971.4636,144.28424,1933.1104,286.53152,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,-0.0013071009,0.03580625,-0.037113350899999994,0.0344991491
BAG3,ensrnog00000020298,brown adipose,transcript-rna-seq,male,4w,0.12821712,0.23992679,6.987507e-4,0.019423585,0.5930641,1,transcriptomics,0.33071902,2235.206,315.84042,1933.1104,286.53152,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,6.987507e-4,0.019423585,-0.0187248343,0.0201223357
BAG3,ensrnog00000020298,brown adipose,transcript-rna-seq,male,8w,0.19608334,0.273069,0.08408645,0.18667397,0.47271258,1,transcriptomics,0.33071902,2146.4746,338.09753,1933.1104,286.53152,https://motrpac-data.org/,https://search.motrpac-data.org/search/api,reports/motrpac_bag3/rat_bag3_search_api_response.json,pass1b06,BAG3,exact_gene_symbol,Adj-p >= 0.05,0.08408645,0.18667397,-0.10258752,0.27076042
