record_key,screen_class,evidence_tier,species_scope,species_basis,screen_basis,review_status,title,authors,journal,publication_year,publication_types,is_preprint,has_preprint_version,linked_published_doi,doi,pmid,pmcid,cited_by_count,abstract_available,human_evidence,exercise_evidence,metabolomics_evidence,genetics_evidence,cpet_evidence,actigraphy_evidence,body_composition_evidence,diet_evidence,intervention_design,subject_term_evidence,homonym_risk,data_availability_evidence,accessions_in_record_text,source_systems,cross_source_conflicts,record_url,source_urls
doi:10.1038/s41586-025-08588-w,animal_or_invitro_mechanistic,peer_reviewed_primary,in_vitro_or_enzymatic,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,requires_human_review,Cooperative nutrient scavenging is an evolutionary advantage in cancer,"Guzelsoy G, Elorza SD, Ros M, Schachtner LT, Hayashi M, Hobson-Gutierrez S, Rundstrom P, Brunner JS, Pillai R, Walkowicz WE, Finley LWS, Deforet M, Papagiannakopoulos T, Carmona-Fontaine C.",Nature,2025,"journal article; research support, n.i.h., extramural; research-article",false,false,,10.1038/s41586-025-08588-w,39972131,PMC11981941,23,true,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/39972131,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.1016/j.ijpharm.2018.03.013,animal_or_invitro_mechanistic,peer_reviewed_primary,rodent,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,advisory_only,Improving in vivo conversion of oleuropein into hydroxytyrosol by oral granules containing probiotic Lactobacillus plantarum 299v and an Olea europaea standardized extract,"Aponte M, Ungaro F, d'Angelo I, De Caro C, Russo R, Blaiotta G, Dal Piaz F, Calignano A, Miro A.",International journal of pharmaceutics,2018,journal article,false,false,,10.1016/j.ijpharm.2018.03.013,29526619,,23,true,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_in_abstract,no_homonym_signal,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/29526619,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.1016/j.celrep.2022.111894,animal_or_invitro_mechanistic,peer_reviewed_primary,rodent,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,requires_human_review,UCP2-dependent redox sensing in POMC neurons regulates feeding,"Yoon NA, Jin S, Kim JD, Liu ZW, Sun Q, Cardone R, Kibbey R, Diano S.",Cell reports,2022,"journal article; research support, n.i.h., extramural; research-article",false,false,,10.1016/j.celrep.2022.111894,36577374,PMC9885759,17,true,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/36577374,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.1002/bit.27755,animal_or_invitro_mechanistic,peer_reviewed_primary,in_vitro_or_enzymatic,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,requires_human_review,Lactoyl leucine and isoleucine are bioavailable alternatives for canonical amino acids in cell culture media,"Schmidt C, Wehsling M, Le Mignon M, Wille G, Rey Y, Schnellbaecher A, Zabezhinsky D, Fischer M, Zimmer A.",Biotechnology and bioengineering,2021,"journal article; research support, non-u.s. gov't; research-article",false,false,,10.1002/bit.27755,33738790,PMC8453549,15,true,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/33738790,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.1186/s12974-025-03495-3,animal_or_invitro_mechanistic,peer_reviewed_primary,rodent,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,advisory_only,N-Lactoyl-Phenylalanine modulates lipid metabolism in microglia/macrophage via the AMPK-PGC1α-PPARγ pathway to promote recovery in mice with spinal cord injury,"Ying W, Weng W, Wang P, Pan C, Qiu J, Huang Q, Zhan G, Chen X.",Journal of neuroinflammation,2025,journal article; research-article,false,false,,10.1186/s12974-025-03495-3,40579710,PMC12205500,12,true,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_in_title,no_homonym_signal,no_accession_in_retrieved_text,,crossref; europe_pmc,,https://europepmc.org/article/MED/40579710,https://api.crossref.org/works?query.bibliographic=N-Lactoyl+phenylalanine&rows=50&sort=relevance; https://api.crossref.org/works?query.bibliographic=N-lactoyl-phenylalanine&rows=50&sort=relevance; https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
doi:10.1128/jb.155.3.973-982.1983,animal_or_invitro_mechanistic,peer_reviewed_primary,in_vitro_or_enzymatic,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,requires_human_review,Physical mapping of the exuT and uxaC operators by use of exu plasmids and generation of deletion mutants in vitro,"Mata-Gilsinger M, Ritzenthaler P.",Journal of bacteriology,1983,"journal article; research support, non-u.s. gov't; research-article",false,false,,10.1128/jb.155.3.973-982.1983,6309752,PMC217788,12,true,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/6309752,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIPWxCvyc0MDcwNjA1
doi:10.1126/sciadv.adj7481,animal_or_invitro_mechanistic,peer_reviewed_primary,rodent,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,requires_human_review,Exercise mitigates flow recirculation and activates metabolic transducer SCD1 to catalyze vascular protective metabolites,"Cavallero S, Roustaei M, Satta S, Cho JM, Phan H, Baek KI, Blázquez-Medela AM, Gonzalez-Ramos S, Vu K, Park SK, Yokota T, Sumner J, Mack JJ, Sigmund CD, Reddy ST, Li R, Hsiai TK.",Science advances,2024,"journal article; research support, n.i.h., extramural; research support, u.s. gov't, non-p.h.s.; research-article",false,false,,10.1126/sciadv.adj7481,38354249,PMC10866565,11,true,no_signal:text_inference,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,preclinical_experiment,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/38354249,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.3389/fphar.2022.1005301,animal_or_invitro_mechanistic,peer_reviewed_primary,rodent,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,requires_human_review,Serum and brain metabolomic study reveals the protective effects of Bai-Mi-Decoction on rats with ischemic stroke,"Yang L, Su X, Lu F, Zong R, Ding S, Liu J, Wilson G, Li L, Yang Y, Wang W, Wang X, Chen J, Ma X.",Frontiers in pharmacology,2022,journal article; research-article,false,false,,10.3389/fphar.2022.1005301,36506507,PMC9729534,11,true,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/36506507,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.1371/journal.pone.0236203,animal_or_invitro_mechanistic,peer_reviewed_primary,rodent,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,requires_human_review,Urine metabolomics of rats with chronic atrophic gastritis,"Zu GX, Sun QQ, Chen J, Liu XJ, Sun KY, Zhang LK, Li L, Han T, Huang HL.",PloS one,2020,"journal article; research support, non-u.s. gov't; research-article",false,false,,10.1371/journal.pone.0236203,33175875,PMC7657567,11,true,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/33175875,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.1186/s12906-024-04638-4,animal_or_invitro_mechanistic,peer_reviewed_primary,rodent,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,advisory_only,Gegen Qinlian decoction alleviates depression-like behavior by modulating the gut microenvironment in CUMS rats,"Peng Y, Du Y, Zhang Y, Wang Z, Hu T, Mai Y, Song H, Pan W, Cai Q, Ge F, Fan Y, Kim HY, Liu D, Guan X.",BMC complementary medicine and therapies,2024,journal article; research-article,false,false,,10.1186/s12906-024-04638-4,39304871,PMC11416015,10,true,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_in_abstract,no_homonym_signal,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/39304871,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
doi:10.3389/fphar.2022.849832,animal_or_invitro_mechanistic,peer_reviewed_primary,rodent,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,requires_human_review,Shenkang Injection for Treating Renal Fibrosis-Metabonomics and Regulation of E3 Ubiquitin Ligase Smurfs on TGF-β/Smads Signal Transduction,"Zou J, Zhou X, Chen X, Ma Y, Yu R.",Frontiers in pharmacology,2022,journal article; research-article,false,false,,10.3389/fphar.2022.849832,35721120,PMC9201572,10,true,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/35721120,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.1021/acs.jafc.4c04849,animal_or_invitro_mechanistic,peer_reviewed_primary,rodent,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,advisory_only,Preparation and Preclinical Characterization of a Simple Ester for Dual Exogenous Supply of Lactate and Beta-hydroxybutyrate,"Ottosen RN, Seefeldt JM, Hansen J, Nielsen R, Møller N, Johannsen M, Poulsen TB.",Journal of agricultural and food chemistry,2024,journal article; research-article,false,false,,10.1021/acs.jafc.4c04849,39214666,PMC11403612,7,true,no_signal:text_inference,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,not_stated_in_retrieved_text,subject_name_in_abstract,no_homonym_signal,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/39214666,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.1186/s12944-024-02397-2,animal_or_invitro_mechanistic,peer_reviewed_primary,rodent,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,requires_human_review,High-intensity interval training or lactate administration combined with aerobic training enhances visceral fat loss while promoting VMH neuroplasticity in female rats,"Cheng B, Du J, Tian S, Zhang Z, Chen W, Liu Y.",Lipids in health and disease,2024,journal article; research-article,false,false,,10.1186/s12944-024-02397-2,39696579,PMC11653782,6,true,no_signal:text_inference,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/39696579,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
doi:10.18632/aging.203731,animal_or_invitro_mechanistic,peer_reviewed_primary,rodent,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,requires_human_review,Metabolomic profiling of plasma from middle-aged and advanced-age male mice reveals the metabolic abnormalities of carnitine biosynthesis in metallothionein gene knockout mice,"Kadota Y, Yano A, Kawakami T, Sato M, Suzuki S.",Aging,2021,"journal article; research support, non-u.s. gov't; research-article",false,false,,10.18632/aging.203731,34851303,PMC8714139,6,true,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,preclinical_experiment,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/34851303,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.3390/metabo15060375,animal_or_invitro_mechanistic,peer_reviewed_primary,rodent,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,advisory_only,High-Calorie Diet Consumption Induces Lac-Phe Changes in the Brain in a Time-of-Day Manner Independent of Exercise,"Jermei J, Jiao H, Shiba A, Goedhart JC, Tandari R, Kalsbeek A, Struys EA, Yi CX.",Metabolites,2025,journal article; research-article,false,false,,10.3390/metabo15060375,40559399,PMC12195154,4,true,no_signal:text_inference,yes:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,yes:text_inference,not_stated_in_retrieved_text,subject_name_in_title,no_homonym_signal,no_accession_in_retrieved_text,,crossref; europe_pmc,,https://europepmc.org/article/MED/40559399,https://api.crossref.org/works?query.bibliographic=Lac-Phe&rows=50&sort=relevance; https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
doi:10.1038/s41598-024-63282-7,animal_or_invitro_mechanistic,peer_reviewed_primary,rodent,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,requires_human_review,"Transgenic female mice producing trans 10, cis 12-conjugated linoleic acid present excessive prostaglandin E2, adrenaline, corticosterone, glucagon, and FGF21","Rao Y, Liang LW, Li MJ, Wang YY, Wang BZ, Gou KM.",Scientific reports,2024,journal article; research-article,false,false,,10.1038/s41598-024-63282-7,38816541,PMC11139873,4,true,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,yes:text_inference,preclinical_experiment,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/38816541,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIP8mECig1MzA0MzQ4OA%3D%3D
doi:10.3389/fphar.2025.1571480,animal_or_invitro_mechanistic,peer_reviewed_primary,rodent,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,requires_human_review,"Integrating network pharmacology, quantitative transcriptomic analysis, and experimental validation revealed the mechanism of cordycepin in the treatment of obesity","Liao Y, Wang M, Qin F, Liu T, Chen J.",Frontiers in pharmacology,2025,journal article; research-article,false,false,,10.3389/fphar.2025.1571480,40438591,PMC12116500,3,true,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/40438591,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.3390/cells14161296,animal_or_invitro_mechanistic,peer_reviewed_primary,rodent,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,advisory_only,"N-Lactoyl Phenylalanine Disrupts Insulin Signaling, Induces Inflammation, and Impairs Mitochondrial Respiration in Cell Models","Hedaya L, Naja K, Almuraikhy S, Anwardeen N, Elashi A, Al-Asmakh M, Zughaier S, Espino-Guarch M, Aldirbashi O, Davey G, Elrayess M",Cells,2025,journal-article,false,false,,10.3390/cells14161296,40862774,PMC12384308,3,true,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,not_stated_in_retrieved_text,subject_name_in_title,no_homonym_signal,no_accession_in_retrieved_text,,crossref; europe_pmc,,https://doi.org/10.3390/cells14161296,https://api.crossref.org/works?query.bibliographic=N-Lactoyl+phenylalanine&rows=50&sort=relevance; https://api.crossref.org/works?query.bibliographic=N-lactoyl-phenylalanine&rows=50&sort=relevance; https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
doi:10.14814/phy2.70167,animal_or_invitro_mechanistic,peer_reviewed_primary,rodent,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,requires_human_review,Acute effect of exercise on appetite-related factors in males with obesity: A pilot study,"Asri S, Rahmani-Nia F, Saidie P, Fairchild TJ, Khodabandeh S.",Physiological reports,2024,journal article; research-article,false,false,,10.14814/phy2.70167,39722170,PMC11669573,3,true,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/39722170,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
doi:10.1002/adhm.202402329,animal_or_invitro_mechanistic,peer_reviewed_primary,in_vitro_or_enzymatic,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,requires_human_review,"Bilayer Scaffolds Synergize Immunomodulation and Rejuvenation via Layer-Specific Release of CK2.1 and the ""Exercise Hormone"" Lac-Phe for Enhanced Osteochondral Regeneration","Liu PL, He SH, Shen ZH, Li XR, Deng QS, Wei ZY, Zhang CR, Dou XQ, Zhu TH, Dawes H, Lu J, Guo SC, Tao SC.",Advanced healthcare materials,2025,"journal article; research support, non-u.s. gov't",false,false,,10.1002/adhm.202402329,39529517,,2,true,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_in_title,mixed_material_and_biological_context,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/39529517,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=%2A
doi:10.1038/s41598-025-02944-6,animal_or_invitro_mechanistic,peer_reviewed_primary,other_animal,title_abstract_text,tier=peer_reviewed_primary; species_basis=title_abstract_text; text_basis=text_with_abstract; retained_as_mechanistic_background_not_as_required-term_match,requires_human_review,"Profiling protein hydrolysis and amino acid metabolism in camel and bovine milk fermented by Lactobacillus helveticus, L. bulgaricus, and Streptococcus thermophilus","Warakaulle S, Ayyash MM, Kamal-Eldin A.",Scientific reports,2025,journal article; research-article,false,false,,10.1038/s41598-025-02944-6,40419683,PMC12106841,2,true,no_signal:text_inference,no_signal:text_inference,yes:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,no_signal:text_inference,not_stated_in_retrieved_text,subject_name_absent_from_title_and_abstract,not_assessed_subject_name_not_located,no_accession_in_retrieved_text,,europe_pmc,,https://europepmc.org/article/MED/40419683,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=%28%22N-Lactoyl+phenylalanine%22+OR+%22Lac-Phe%22+OR+%22N-lactoylphenylalanine%22+OR+%22lactoylphenylalanine%22+OR+%22N-lactoyl-phenylalanine%22%29&format=json&resultType=core&pageSize=100&cursorMark=AoIIQG6ytCg1MTU3MDY0Nw%3D%3D
